temperature,humidity,pressure,wind_speed,cloud_cover,ground_level_pressure,cloudburst_risk
36.338742037619895,89.62593422714613,989.4756995050798,25.612004186075715,82.56698025946886,946.7748675374663,0
34.598821615970316,98.58283941716151,989.0938913118342,18.058329513474035,75.36287736319022,957.4839037859875,0
35.84652634385322,97.09058071760046,993.0977040389727,26.412616845850977,81.57590443847326,922.4559469268896,1
31.344936120421803,90.8388151025332,992.2999322464497,15.844413194847498,92.00594384609458,984.2456986118414,1
31.981523381643232,88.18209038855706,987.8374550996045,20.112144104385543,90.84492439981823,945.0051930553892,0
24.301794076057533,17.052412368729154,1.9515477895583855,23.72213843133333,96.56320330745594,848.8172155222842,0
12.184550766934827,9.767211400638388,20.526990795364707,11.003812343490033,12.203823484477883,519.9357556168337,0
1.3755408446087358,90.9320402078782,7.7633994480005075,16.56305710884955,31.171107608941096,546.0714222367013,0
21.868411173731186,18.485445552552704,29.087538832936758,19.378320584027865,93.9498941564189,939.5687179490312,0
27.78076889002386,96.24239792481892,994.1329971160003,22.520164164958715,88.99638450086194,996.111826802164,1
15.547091587579281,27.134903177389592,24.86212527455788,8.918833167339733,28.093450968738075,569.8308873161609,0
5.636968998990506,80.21969807540397,2.236519310393125,24.67217341501293,77.22447692966574,208.65146561088102,0
0.22088468494409597,81.54614284548342,21.205720315428515,18.225179201024684,77.12703466859458,77.74688432079488,0
38.1243338132018,95.58966642893773,987.8829580455425,22.93837098913001,82.17039368017578,929.3632391759875,1
12.439292868626488,32.518332202674706,21.88818535014192,15.938936783880328,88.72127425763266,495.8256714200468,0
4.783769837532068,71.3244787222995,22.823551458506923,14.031929939237406,77.0967179954561,518.4853761826103,0
20.909313175279763,42.75410183585496,0.7625738023228557,2.697285674832611,3.142918568673425,668.2309318269694,0
34.156155219106004,91.114605199277,987.9239102384774,23.874292995502984,93.38591484730466,930.3496231789015,1
9.151926619664899,7.697990982879299,8.692543587413041,4.030532181350111,92.96976523425731,848.5263985426378,0
25.33615026041694,87.14605901877177,24.110162306973432,4.664251472150896,89.25589984899777,566.3093540114332,0
32.2976062065625,89.60912999234932,9.540104249155917,2.751298113191919,22.793516254194166,448.4631780575691,0
32.72059063689972,86.07305832563435,0.2085639159357211,12.768682564439143,41.7411003148779,233.21320099426677,0
4.794614693347312,33.7615171403628,28.287291117375574,8.080073300518881,51.87906217433661,738.1699068399367,0
14.54518409517176,97.17820827209607,28.873418848263338,6.294557395634104,49.72485058923854,315.92222530760813,0
11.393619775098704,3.6886947354532795,18.286930019396905,12.566975580721538,5.147875124998935,292.57878744844203,0
36.33063543866615,23.95618906669724,4.346846162736693,12.236319006939075,98.56504541106007,254.15803508707543,0
35.214390443780005,90.13455754552754,993.8853328852448,20.186709829704963,78.5711476897981,976.4251598069395,0
29.690416360679272,93.78749588795452,992.1957922474936,19.024161673914023,90.25108363644378,938.2484460582594,1
33.75655259596217,95.25762114212756,989.8012622901421,25.41931757140487,76.56805428536147,981.5487765580136,0
27.32943565296251,96.92952022857244,993.0579286595823,17.799434635314707,86.79021426852731,971.0987941463683,1
13.64265404201034,11.347352124058908,27.740808548356885,21.933483834524527,25.79416277151556,692.983248335888,0
29.983184378705452,89.82748296481186,987.6397551970983,19.985105806297092,93.3209584318104,933.6308094413749,0
36.016722286533216,63.31014572732679,10.170893731461021,8.730239365316523,72.59556788702393,941.965772950206,0
35.48345697060469,77.98755458576238,19.26094938462863,2.1034991248762207,16.162871409461378,943.4818979534332,0
30.70301007504874,88.1241471576724,991.2617407379389,23.85478796579351,91.2700672535845,996.7862351163213,0
38.80389195821976,88.91192207578999,991.7878822226024,16.465156862444026,92.91796464419104,970.5990402961993,0
13.015987926370709,74.64914051180241,19.48898697141644,21.23058526235445,65.76128923003434,596.7240335022452,0
3.746990713123699,36.77158030594335,7.9560710304517634,6.099741084477089,97.30105547524455,412.75261090009843,0
35.681862207084535,63.11386259972629,23.844339106249453,12.565927327629803,57.69038846263591,517.1435785098071,0
7.80971951192178,72.24521152615053,8.423170873225674,0.607899160786346,64.54722959071678,185.9662133774014,0
37.61834337411657,95.39285770025873,27.445931706613457,9.25396750638611,1.5456616528867428,974.7344907171116,0
17.127365932692573,96.66548190436696,28.908599312677584,21.325236386684,29.444889206958567,404.3526150320215,0
35.01396470799312,90.04310982550523,987.7170751885409,16.978177525823824,90.08964469145513,950.3619937973601,1
22.802446803574597,9.717649377076853,18.45021680097509,24.75134625260658,14.008401523652402,544.2461349819235,0
35.094922877118215,74.07686177542044,20.91047222985804,17.56210209967773,35.94911512197552,308.27143647771805,0
32.374446219140545,81.01133946791808,26.012169557403112,22.83101381391178,51.13423988609378,526.5921094215596,0
31.931807158671006,64.99639307777652,21.0590063177311,19.894816735902527,89.00053418175663,354.8949146941126,0
29.804728794872513,92.71105300433334,988.4202266424799,25.65134749391818,81.86994526919752,973.3153023106586,1
34.27084477270148,96.76820916904931,994.1801051009435,26.766214787830105,93.47364616446819,919.7824428841323,1
28.059881722349918,97.45212208402904,988.1103666726034,18.57650568277849,75.2699598097378,970.1011267095041,0
29.96289620033147,96.25492109746389,993.6395482200951,18.18408464301615,79.82460019847571,911.6180574254089,0
20.65201393204781,32.2956472941246,23.85558584306111,6.770806281551856,43.89714207056361,82.37920040937925,0
1.0140297366183004,96.26484146779251,25.079403615366175,17.399355152342448,40.89529444142699,181.95903607438805,0
6.257481706843442,25.024289816459532,16.476799941183614,17.86489806750156,66.01973767177313,293.93059179323996,0
38.19461122652776,73.78969166957685,16.63062157534202,15.293018655858805,41.96000624277899,260.1175389762153,0
14.238907146050463,75.78461104643691,0.43180465889267605,2.901816012672906,4.600264202175275,42.76524243491864,0
34.21842336044029,70.36578593800236,14.225214872619755,2.445854016275037,49.16158751168324,497.145359319594,0
6.928074796400607,43.385164923797305,11.955142031921204,15.396252451305411,63.50936508676438,47.56921026064674,0
14.984504585058849,62.58599157142364,15.094087757402631,21.412246029708058,65.8693631618945,171.08114843550118,0
2.8227498960171937,64.24192782063156,0.7953393162486544,14.644389531836582,94.02302414249576,604.247886769673,0
38.19064151415269,89.09501990942857,985.1950264761052,25.27986709473685,77.70423468876898,998.6696796080424,0
38.44762255295657,90.53506419560637,5.873734043678893,1.7340325218791364,10.077800137742665,19.132916934127213,0
3.777718430237136,68.30067734163569,2.13565945380687,7.9743907573440325,84.48753109694546,24.43553252261716,0
32.578739303557434,28.185477477339994,3.5449448286496876,17.418429134103768,62.8942846779884,921.3456142034056,0
29.40284175215543,80.34809303848486,8.461037177139195,4.435988594493071,75.06147516408583,847.1764762306273,0
39.620205680026935,41.26176769114265,11.160542573783495,19.41032401854992,34.08035402530179,977.295191883743,0
34.336510073720476,42.89940273750184,22.526132033744922,18.863571852117058,10.31238688359326,947.680552013545,0
28.994456817330565,94.73208203697905,986.344901064955,18.482607071656773,97.83611746188976,940.9225480191795,1
36.21527905677055,9.128667678613356,9.579409127712445,23.751549176270125,95.06071469375561,602.1097825294504,0
25.27348848679197,44.84455219783198,8.796323150941936,8.2166136342479,67.25184560770384,789.993255909564,0
28.557864109731522,98.74783503499812,986.0559839602614,23.891697231959576,87.48871753215938,986.9929562396993,1
34.01130252742056,93.32627189368684,986.8801571719629,23.143914266085975,78.71207957513211,955.4300705847952,0
24.728722532650444,10.112267612279025,2.523204183449923,17.524228286478,7.276300636419353,862.953062254874,0
28.24968908625985,8.134878064189976,2.5451314225557575,24.665989462529385,37.427079575612034,389.17425442023546,0
32.5119826903001,94.72485773838586,29.580031914686128,18.83445463147354,37.62595855309158,87.6757525336022,0
36.786043897421834,92.19764025413895,989.248285331769,15.79459154418737,78.07304699997432,961.9568224778659,0
26.527747808930854,92.68903581480404,992.9084967763318,25.24208442642602,92.90371947189237,920.4238620569864,0
29.841795170616933,58.336876509715964,28.86517645423626,9.371764488092602,28.571208628186074,912.0290845989333,0
8.943833540778105,96.32225394406113,0.36463424069449024,24.246970667690977,4.315991195057611,935.7002693829746,0
21.108044363451995,99.29647961193004,2.213896942061966,13.84635711003302,96.9302535619099,549.2527363786562,0
34.585028896611554,96.76496503458151,989.5326168338172,23.580601106373734,83.99785090538408,966.7806219986617,1
1.8178552136583148,28.096318959223034,28.51234452229676,22.25659459727291,45.56567527857129,651.1392276916135,0
11.095247319245306,18.81211597237613,13.910952148199465,8.83380570065132,58.365611185087204,81.62136881323408,0
38.97579230664666,98.62107444796028,20.944851420592354,13.40240915860301,30.952761628632775,854.4847706922961,0
